id,name,now_cost,position,team,expected_assists_per_90,goals_conceded_per_90,points_per_game_rank_type,expected_goals,now_cost_rank,web_name,yellow_cards,transfers_in,selected_by_percent,starts,creativity,cost_change_start_fall,bps,penalties_saved,assists,minutes,penalties_order,ict_index_rank,points_per_game,expected_goals_per_90,ep_this,ep_next,bonus,ict_index,cost_change_event,expected_goals_conceded_per_90,region,total_points,selected_rank,dreamteam_count,form_rank,expected_assists,expected_goal_involvements_per_90,event_points,team_join_date,form_rank_type,influence_rank,saves_per_90,ict_index_rank_type,creativity_rank_type,starts_per_90,threat_rank_type,creativity_rank,transfers_out,value_season,influence_rank_type,chance_of_playing_this_round,can_select,chance_of_playing_next_round,expected_goal_involvements,clean_sheets_per_90,threat,selected_rank_type,penalties_missed,value_form,cost_change_start,in_dreamteam,news,direct_freekicks_order,news_added,goals_scored,threat_rank,red_cards,goals_conceded,corners_and_indirect_freekicks_order,cost_change_event_fall,influence,clean_sheets,own_goals,points_per_game_rank,transfers_in_event,saves,transfers_out_event,status,now_cost_rank_type,form,expected_goals_conceded
260,Ali Al-Hamadi,48,FWD,Ipswich,0.03,2.93,52,0.35,314,Al-Hamadi,3,55542,0.3,0,25.4,2,14,0,0,123,2.0,402,0.7,0.26,0.3,0.8,0,6.0,0,2.22,103.0,7,310,0,304,0.04,0.29,1,2024-01-29,32,451,0.0,42,39,0.0,41,336,71495,1.5,44,100.0,True,100.0,0.39,0.0,32.0,50,0,0.2,-2,False,,,2024-10-05T09:30:06.031534Z,0,284,0,4,,0,5.6,0,0,483,1440,0,2001,a,61,0.8,3.03
261,Elkan Baggott,40,DEF,Ipswich,0.0,0.0,197,0.00,655,Baggott,0,0,0.0,0,0.0,0,0,0,0,0,,541,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,623,0,478,0.00,0.0,0,,177,541,0.0,197,194,0.0,182,521,2702,0.0,197,0.0,False,0.0,0.00,0.0,0.0,214,0,0.0,0,False,Season long loan to Blackpool,,2024-08-07T08:20:38.133494Z,0,487,0,0,,0,0.0,0,0,548,0,0,23,u,195,0.0,0.00
262,Nathan Broadhead,49,MID,Ipswich,0.03,0.0,164,0.57,247,Broadhead,0,1144,0.0,1,29.2,1,25,0,0,133,3.0,374,1.4,0.39,0.5,1.0,0,8.7,0,1.55,244.0,7,647,0,269,0.04,0.42,3,2023-01-09,130,400,0.0,182,186,0.68,154,325,1841,1.4,187,100.0,True,100.0,0.61,0.68,35.0,282,0,0.2,-1,False,,1.0,2024-11-13T14:30:07.893005Z,0,280,0,0,,0,23.0,1,0,352,100,0,38,a,156,1.0,2.29
263,Cameron Burgess,40,DEF,Ipswich,0.02,1.89,98,0.55,605,Burgess,0,337075,2.2,9,41.5,0,76,0,1,810,,242,1.7,0.06,0.7,1.2,0,32.3,0,2.06,13.0,15,130,0,240,0.22,0.08,0,2021-08-15,78,186,0.0,75,91,1.0,59,298,148470,3.8,72,,True,,0.77,0.0,73.0,52,0,0.3,0,False,,,,0,221,0,17,,0,207.6,0,0,299,1555,0,15286,a,162,1.2,18.58
264,Wes Burns,48,MID,Ipswich,0.13,2.21,139,0.36,290,Burns,1,4785,0.0,10,136.6,2,125,0,1,814,,266,1.7,0.04,1.1,1.6,0,28.6,0,2.4,244.0,26,535,0,204,1.14,0.17,3,2021-06-09,95,298,0.0,136,108,1.11,133,159,10586,5.4,135,100.0,True,100.0,1.50,0.11,58.0,211,0,0.3,-2,False,,,2024-11-13T14:30:07.906131Z,0,240,0,20,,0,98.6,1,0,307,339,0,247,a,190,1.6,21.69
265,Conor Chaplin,51,MID,Ipswich,0.08,1.79,100,1.18,177,Chaplin,1,7450,0.1,7,120.4,4,115,0,2,605,,257,2.2,0.18,2.3,2.8,0,29.7,0,2.17,241.0,33,446,0,110,0.54,0.26,0,2021-07-27,55,303,0.0,131,115,1.04,114,178,24371,6.5,139,,True,,1.72,0.15,86.0,163,0,0.5,-4,False,,,,1,195,0,12,,0,95.6,1,0,229,116,0,349,a,110,2.8,14.60
266,Harry Clarke,40,DEF,Ipswich,0.02,2.39,170,0.08,622,H.Clarke,1,9829,0.1,4,24.4,0,-5,0,0,377,,362,0.1,0.02,-0.1,0.4,0,10.5,0,2.17,241.0,1,473,0,342,0.10,0.04,0,2023-01-19,109,365,0.0,122,110,0.95,86,339,8037,0.2,128,100.0,True,100.0,0.18,0.0,35.0,171,0,0.1,0,False,,,2024-10-26T20:00:07.408041Z,0,278,1,10,,0,48.2,0,1,494,295,0,470,a,174,0.4,9.10
267,Leif Davis,45,DEF,Ipswich,0.18,1.74,52,0.63,394,Davis,4,326308,1.8,19,539.3,0,186,0,2,1710,,42,2.5,0.03,1.3,1.8,5,97.6,0,2.1,241.0,47,150,2,190,3.45,0.21,5,2022-07-25,61,78,0.0,5,2,1.0,33,10,312930,10.4,31,,True,,4.08,0.11,104.0,59,0,0.4,0,False,,4.0,,1,172,0,33,1.0,0,332.8,2,0,182,2578,0,11993,a,76,1.8,39.86
268,Liam Delap,56,FWD,Ipswich,0.07,1.46,15,5.50,101,Delap,6,1173833,2.8,17,190.9,-1,255,0,2,1355,,51,4.0,0.37,2.5,3.0,10,91.1,0,1.89,241.0,72,114,1,102,1.00,0.44,11,2024-07-13,16,102,0.0,12,11,1.13,13,117,948769,12.9,12,100.0,True,100.0,6.50,0.2,421.0,20,0,0.5,1,False,,,2024-12-16T09:30:06.820569Z,7,29,0,22,,0,303.8,3,0,53,54861,0,20012,a,28,3.0,28.49
269,George Edmundson,40,DEF,Ipswich,0.0,0.0,136,0.00,618,Edmundson,0,2076,0.1,0,0.0,0,3,0,0,1,,514,1.0,0.0,0.0,0.0,0,0.0,0,0.0,,1,489,0,448,0.00,0.0,0,,158,514,0.0,180,177,0.0,163,492,14392,0.2,180,0.0,False,0.0,0.00,0.0,0.0,176,0,0.0,0,False,Loaned to Middlesbrough,,2024-08-31T08:22:49.668219Z,0,456,0,0,,0,0.0,0,0,401,0,0,135,u,170,0.0,0.00
270,Jacob Greaves,39,DEF,Ipswich,0.0,1.6,81,0.43,698,Greaves,2,808132,3.9,10,17.7,1,91,0,0,900,,260,2.0,0.04,1.1,1.6,0,29.3,0,2.13,241.0,20,91,0,202,0.03,0.04,6,2024-07-12,64,181,0.0,79,121,1.0,67,361,467623,5.1,69,100.0,True,100.0,0.46,0.2,63.0,33,0,0.4,-1,False,,,2024-11-22T17:30:09.014564Z,0,236,0,16,,0,212.0,2,0,253,45757,0,18700,a,231,1.6,21.28
271,Marcus Myers-Harness,49,MID,Ipswich,0.1,4.19,209,0.00,244,Harness,0,347,0.0,0,1.9,1,4,0,0,43,,452,1.0,0.0,0.0,0.0,0,1.7,0,2.85,,2,656,0,650,0.05,0.1,0,,281,442,0.0,214,218,0.0,204,430,2404,0.4,209,0.0,False,0.0,0.05,0.0,6.0,286,0,0.0,-1,False,Loaned to Derby County,,2024-08-31T08:21:56.022360Z,0,382,0,2,,0,9.4,0,0,445,0,0,19,u,154,0.0,1.36
272,George Hirst,54,FWD,Ipswich,0.05,2.07,31,0.77,127,Hirst,1,10286,0.0,1,37.0,1,56,0,1,174,1.0,332,2.1,0.4,0.0,0.0,2,16.7,0,3.36,241.0,17,586,1,689,0.10,0.45,0,2023-07-13,72,351,0.0,35,34,0.52,36,306,11118,3.1,34,0.0,True,0.0,0.87,0.0,68.0,74,0,0.0,-1,False,Knee injury - Expected back 16 Jan,,2024-11-22T17:00:09.158802Z,1,230,0,4,,0,60.2,0,0,247,24,0,105,i,38,0.0,6.50
273,Cameron Humphreys,45,MID,Ipswich,0.0,0.0,277,0.00,438,Humphreys,0,651,0.0,0,0.0,0,0,0,0,0,,638,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,637,0,600,0.00,0.0,0,,249,638,0.0,273,275,0.0,269,634,5042,0.0,273,0.0,False,0.0,0.00,0.0,0.0,277,0,0.0,0,False,Loaned to Wycombe,,2024-08-23T12:39:48.370081Z,0,618,0,0,,0,0.0,0,0,645,0,0,25,u,269,0.0,0.00
274,Omari Giraud-Hutchinson,52,MID,Ipswich,0.08,1.52,63,1.49,168,Hutchinson,4,57420,0.3,18,258.5,3,183,0,1,1537,,92,2.8,0.09,2.7,3.2,4,71.5,0,1.94,241.0,51,297,0,91,1.30,0.17,9,2024-07-01,46,178,0.0,57,58,1.05,42,75,82595,9.8,69,100.0,True,100.0,2.79,0.18,239.0,94,0,0.6,-3,False,,3.0,2024-11-20T14:00:07.757189Z,2,69,0,26,,0,215.8,3,0,148,5968,0,1865,a,102,3.2,33.07
275,Ben Johnson,39,DEF,Ipswich,0.04,2.28,120,0.04,692,Johnson,1,303820,2.3,6,46.5,1,33,0,1,592,,318,1.2,0.01,0.7,1.2,0,18.8,0,2.81,241.0,13,128,0,239,0.24,0.05,1,2024-07-01,77,266,0.0,105,87,0.91,119,293,429804,3.3,98,100.0,True,100.0,0.28,0.0,13.0,50,0,0.3,-1,False,,,2024-11-25T09:30:07.489482Z,0,345,0,15,,0,129.0,0,0,368,10460,0,11929,a,228,1.2,18.48
276,Freddie Ladapo,45,FWD,Ipswich,0.0,0.0,53,0.00,360,Ladapo,0,59882,0.5,0,0.0,0,0,0,0,0,,594,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,265,0,549,0.00,0.0,0,,46,594,0.0,50,50,0.0,50,588,211066,0.0,50,0.0,False,0.0,0.00,0.0,0.0,43,0,0.0,0,False,Mutual termination of contract,,2024-08-31T06:23:26.859072Z,0,569,0,0,,0,0.0,0,0,601,0,0,1527,u,63,0.0,0.00
277,Massimo Luongo,44,MID,Ipswich,0.0,2.52,161,0.00,478,Luongo,0,71165,0.2,2,4.3,1,26,0,0,143,,430,1.4,0.0,-0.4,0.0,0,3.0,0,3.2,13.0,7,328,0,524,0.00,0.0,0,2023-01-05,199,395,0.0,206,213,1.26,224,413,82381,1.6,183,75.0,True,75.0,0.00,0.0,0.0,103,0,0.0,-1,False,Illness - 75% chance of playing,,2024-12-25T22:30:08.205367Z,0,542,0,4,,0,25.0,0,0,346,142,0,1286,d,297,0.0,5.08
278,Sam Morsy,49,MID,Ipswich,0.05,1.65,76,0.29,234,Morsy,6,40442,0.2,17,214.2,1,252,0,1,1523,,157,2.5,0.02,0.9,1.4,5,51.1,0,1.98,63.0,43,397,0,223,0.92,0.07,2,2021-08-31,105,126,0.0,91,74,1.0,168,101,49992,8.8,44,100.0,True,100.0,1.21,0.12,23.0,138,0,0.3,-1,False,,,2024-12-21T21:30:08.223651Z,1,308,0,28,,0,273.4,2,0,185,544,0,690,a,150,1.4,33.56
279,Corrie Ndaba,40,DEF,Ipswich,0.0,0.0,181,0.00,624,Ndaba,0,0,0.0,0,0.0,0,0,0,0,0,,516,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,683,0,450,0.00,0.0,0,,160,516,0.0,182,179,0.0,165,494,610,0.0,182,0.0,False,0.0,0.00,0.0,0.0,235,0,0.0,0,False,Permanent transfer to Kilmarnock,,2024-08-01T06:52:12.954431Z,0,458,0,0,,0,0.0,0,0,522,0,0,5,u,176,0.0,0.00
280,Cieran Slicker,39,GKP,Ipswich,0.0,0.0,44,0.00,696,Slicker,0,34000,0.6,0,0.0,1,0,0,0,0,,493,0.0,0.0,-0.5,0.0,0,0.0,0,0.0,243.0,0,242,0,424,0.00,0.0,0,2023-07-08,38,493,0.0,44,20,0.0,7,468,55259,0.0,44,,True,,0.00,0.0,0.0,37,0,0.0,-1,False,,,,0,427,0,0,,0,0.0,0,0,502,4305,0,1936,a,70,0.0,0.00
281,Jack Taylor,48,MID,Ipswich,0.19,0.8,170,0.55,307,Taylor,3,2507,0.0,1,78.8,2,72,0,0,337,,289,1.3,0.15,1.7,2.2,1,23.1,0,1.8,104.0,18,564,0,162,0.71,0.34,1,2023-06-26,71,314,0.0,146,149,0.27,132,233,4032,3.8,146,100.0,True,100.0,1.26,0.0,65.0,229,0,0.5,-2,False,,,2024-11-22T17:30:09.045912Z,1,234,0,3,,0,88.2,0,0,361,153,0,133,a,202,2.2,6.73
282,Axel Tuanzebe,39,DEF,Ipswich,0.01,1.52,97,0.18,689,Tuanzebe,3,388951,1.6,9,48.3,1,54,0,0,770,,317,1.7,0.02,0.0,0.0,0,18.9,0,1.81,50.0,15,167,0,419,0.05,0.03,0,2023-09-08,144,275,0.0,104,83,1.05,109,289,355300,3.8,103,0.0,True,0.0,0.23,0.12,19.0,66,0,0.0,-1,False,Hamstring injury - Unknown return date,,2024-11-30T22:00:07.627808Z,0,326,0,13,,0,122.2,1,0,298,4979,0,12755,i,226,0.0,15.48
283,Christian Walton,43,GKP,Ipswich,0.0,1.0,2,0.00,538,Walton,0,12178,0.2,2,10.0,2,39,0,0,180,,391,5.5,0.0,1.3,1.8,2,6.6,0,2.32,241.0,11,366,1,186,0.00,0.0,9,2022-01-19,19,355,3.5,30,7,1.0,47,394,19043,2.6,32,,True,,0.00,0.5,0.0,54,0,0.4,-2,False,,,,0,529,0,2,,0,56.6,1,0,11,2702,7,653,a,28,1.8,4.65
284,Luke Woolfenden,40,DEF,Ipswich,0.0,1.78,99,0.03,621,Woolfenden,1,121929,1.4,6,3.8,0,55,0,0,557,,353,1.7,0.0,1.1,1.6,0,11.8,0,2.16,241.0,12,177,0,203,0.02,0.0,6,2017-08-07,65,289,0.0,119,145,0.97,129,415,121998,3.0,108,,True,,0.05,0.16,6.0,70,0,0.4,0,False,,,,0,373,0,11,,0,107.4,1,0,300,2326,0,4279,a,173,1.6,13.38
359,Kalvin Phillips,48,MID,Ipswich,0.03,2.02,155,0.33,292,Phillips,1,5344,0.1,8,63.6,2,94,0,0,667,,325,1.5,0.04,0.3,0.8,0,17.9,0,1.98,241.0,15,510,0,303,0.25,0.07,1,2024-08-16,152,312,0.0,161,162,1.08,164,258,11962,3.1,144,100.0,True,100.0,0.58,0.13,27.0,196,0,0.2,-2,False,,2.0,2024-11-22T17:30:09.216627Z,0,301,1,15,2.0,0,89.6,1,0,336,192,0,151,a,192,0.8,14.67
568,Arijanet Muric,44,GKP,Ipswich,0.0,1.82,24,0.00,501,Muric,1,183634,1.0,17,0.0,1,180,0,0,1530,,158,2.8,0.0,1.7,2.2,5,51.0,0,2.07,286.0,48,209,0,157,0.01,0.0,0,2024-07-17,17,13,4.0,4,63,1.0,55,572,131762,10.9,3,100.0,True,100.0,0.01,0.06,0.0,30,0,0.5,-1,False,,,2024-08-17T20:30:06.519689Z,0,551,0,31,,0,510.6,1,0,142,3375,68,7184,a,22,2.2,35.21
583,Conor Townsend,39,DEF,Ipswich,0.0,90.0,128,0.00,685,Townsend,0,29371,0.4,0,10.0,1,2,0,0,1,,458,1.0,0.0,-0.5,0.0,0,1.4,-1,20.7,241.0,1,281,0,415,0.00,0.0,0,2024-08-01,142,459,0.0,157,133,0.0,147,392,34719,0.3,161,,True,,0.00,0.0,0.0,107,0,0.0,-1,False,,,,0,420,0,1,,1,4.0,0,0,391,4607,0,1367,a,224,0.0,0.23
611,Sam Szmodics,58,MID,Ipswich,0.04,1.59,74,3.16,88,Szmodics,2,106058,0.2,12,80.9,2,132,0,0,903,,172,2.6,0.31,0.9,1.4,2,48.5,0,2.17,104.0,45,331,0,224,0.44,0.35,1,2024-08-16,106,221,0.0,93,147,1.2,40,231,105363,7.8,94,,True,,3.60,0.2,240.0,104,0,0.2,-2,False,,,,3,67,0,16,3.0,0,169.2,2,0,175,480,0,1812,a,57,1.4,21.80
619,Jens Cajuste,45,MID,Ipswich,0.03,1.89,135,0.13,393,Cajuste,2,28579,0.1,10,84.2,0,105,0,0,762,,334,1.7,0.02,1.5,2.0,0,16.4,0,2.31,206.0,22,407,0,176,0.23,0.05,3,2024-08-19,79,339,0.0,165,142,1.18,182,224,15603,4.9,160,100.0,True,100.0,0.36,0.12,14.0,142,0,0.4,0,False,,,2024-10-04T00:00:05.976169Z,0,344,0,16,,0,68.8,1,0,303,2053,0,1257,a,239,2.0,19.55
630,Dara O'Shea,41,DEF,Ipswich,0.01,1.66,94,0.71,591,O'Shea,4,306947,1.7,16,12.6,-1,138,0,0,1412,,165,1.8,0.05,1.5,2.0,1,49.8,0,2.06,104.0,28,156,0,173,0.15,0.06,5,2024-08-25,54,54,0.0,45,130,1.02,27,379,129537,6.8,18,100.0,True,100.0,0.86,0.13,114.0,63,0,0.5,1,False,,,2024-10-18T17:30:07.558521Z,0,159,0,26,,0,371.6,2,0,287,6832,0,11018,a,154,2.0,32.35
631,Jack Clarke,54,MID,Ipswich,0.12,2.28,149,0.76,133,J.Clarke,1,7479,0.0,4,117.3,1,98,0,2,513,,258,1.6,0.13,0.7,1.2,0,29.6,0,2.29,241.0,24,540,0,253,0.69,0.25,0,2024-08-24,122,293,0.0,132,117,0.7,124,184,6806,4.4,131,,True,,1.45,0.0,76.0,214,0,0.2,-1,False,,,,0,214,0,13,,0,104.0,0,0,328,147,0,204,a,78,1.2,13.07
632,Chiedozie Ogbene,49,MID,Ipswich,0.02,1.14,165,0.00,260,Ogbene,0,2433,0.0,3,30.2,1,29,0,0,237,,394,1.4,0.0,0.0,0.0,0,6.4,0,0.9,104.0,7,658,0,654,0.05,0.02,0,2024-08-28,285,401,0.0,193,184,1.14,186,323,2437,1.4,188,0.0,True,0.0,0.05,0.0,12.0,288,0,0.0,-1,False,Achilles injury - Expected back 01 Jun,,2024-10-26T20:00:08.138345Z,0,352,0,3,,0,22.8,0,0,353,45,0,27,i,168,0.0,2.36
117,Facundo Buonanotte,48,MID,Leicester,0.15,1.91,40,3.22,321,Buonanotte,5,445758,0.7,11,324.6,2,225,0,2,1035,,58,3.4,0.28,0.5,1.0,4,87.3,-1,1.79,10.0,54,233,1,266,1.67,0.43,2,2024-08-10,129,92,0.0,37,37,0.96,45,48,391694,11.2,31,100.0,True,100.0,4.89,0.17,230.0,71,0,0.2,-2,False,,,2024-12-05T00:30:07.817700Z,4,73,0,22,3.0,1,319.0,2,0,89,5253,0,7892,a,208,1.0,20.54
192,Jordan Ayew,52,MID,Leicester,0.06,2.56,72,2.87,155,J.Ayew,5,27667,0.2,9,131.6,3,158,0,0,845,2.0,151,2.6,0.31,0.0,2.2,3,51.7,0,1.8,81.0,45,372,0,167,0.58,0.37,0,2024-08-23,76,213,0.0,90,110,0.96,54,165,56743,8.7,88,0.0,True,100.0,3.45,0.11,202.0,129,0,0.4,-3,False,,2.0,2024-12-27T00:30:09.361030Z,4,87,0,24,,0,184.6,1,0,170,824,0,941,a,92,2.2,16.93
198,Odsonne Edouard,51,FWD,Leicester,0.04,1.91,39,0.39,178,Edouard,0,38183,0.2,1,25.0,4,14,0,0,141,,380,1.2,0.25,-0.5,0.0,0,8.0,0,2.37,73.0,7,338,0,683,0.07,0.29,0,2024-08-30,70,455,0.0,40,40,0.64,39,338,93798,1.4,45,100.0,True,100.0,0.46,0.0,50.0,55,0,0.0,-4,False,,,2024-09-05T11:30:06.462155Z,0,256,0,3,,0,5.0,0,0,380,553,0,1049,a,44,0.0,3.72
285,Boubakary Soumaré,44,MID,Leicester,0.05,2.43,185,0.08,496,B.Soumaré,7,86510,0.4,8,81.7,1,94,0,0,741,,316,1.1,0.01,0.5,1.0,0,19.0,0,1.89,73.0,13,272,0,259,0.41,0.06,1,2021-07-02,125,300,0.0,157,144,0.97,190,228,63789,3.0,137,100.0,True,100.0,0.49,0.0,10.0,85,0,0.2,-1,False,,,2024-12-09T09:30:06.376244Z,0,358,0,20,,0,97.4,0,0,385,5363,0,4044,a,299,1.0,15.56
286,Tom Cannon,45,FWD,Leicester,0.0,0.0,56,0.00,396,Cannon,0,49177,0.3,0,0.0,0,0,0,0,0,,612,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,293,0,569,0.00,0.0,0,,49,612,0.0,53,53,0.0,53,607,150304,0.0,53,0.0,False,0.0,0.00,0.0,0.0,46,0,0.0,0,False,Loaned to Stoke City,,2024-08-31T06:20:48.397195Z,0,589,0,0,,0,0.0,0,0,619,0,0,962,u,66,0.0,0.00
287,Hamza Choudhury,43,MID,Leicester,0.13,3.49,188,0.00,549,Choudhury,0,348586,2.2,1,30.4,2,29,0,0,129,,387,1.0,0.0,0.1,0.6,0,7.0,0,3.68,18.0,4,132,0,327,0.19,0.13,1,2017-09-18,164,388,0.0,191,183,0.7,199,322,156498,0.9,179,100.0,True,100.0,0.19,0.0,6.0,41,0,0.1,-2,False,,,2024-10-04T00:00:05.751780Z,0,376,0,5,,0,33.8,0,0,414,47787,0,24126,a,318,0.6,5.28
288,Conor Coady,40,DEF,Leicester,0.06,2.85,160,0.00,601,Coady,1,48293,0.4,7,23.1,0,24,0,0,631,,333,0.8,0.0,0.3,0.8,0,16.4,0,2.29,241.0,6,283,0,284,0.45,0.06,1,2023-07-01,92,256,0.0,110,113,1.0,128,345,37297,1.5,94,100.0,True,100.0,0.45,0.0,6.0,108,0,0.2,0,False,,,2024-08-12T14:30:04.626270Z,0,372,0,20,,0,134.8,0,0,474,3387,0,2762,a,159,0.8,16.06
289,Patson Daka,48,FWD,Leicester,0.0,2.23,33,0.21,309,Daka,0,161478,0.9,1,9.6,2,48,0,0,202,3.0,364,2.0,0.09,0.5,1.0,2,10.3,0,1.88,238.0,14,216,0,265,0.00,0.09,1,2021-07-01,29,357,0.0,38,45,0.45,40,399,105708,2.9,36,100.0,True,100.0,0.21,0.0,38.0,37,0,0.2,-2,False,,,2024-08-12T14:30:04.636525Z,1,273,0,5,,0,56.0,0,0,264,14004,0,13898,a,59,1.0,4.23
290,Bobby De Cordova-Reid,52,MID,Leicester,0.03,1.99,101,0.72,158,De Cordova-Reid,0,6309,0.1,2,20.2,3,88,0,2,271,,356,2.2,0.24,2.3,2.8,2,11.4,0,2.13,107.0,28,485,0,111,0.08,0.27,0,2024-07-05,56,364,0.0,174,194,0.66,146,353,16347,5.4,169,100.0,True,100.0,0.80,0.0,44.0,181,0,0.5,-3,False,,,2024-11-08T16:00:07.429188Z,1,263,0,6,,0,49.0,0,0,230,123,0,413,a,94,2.8,6.40
291,Wout Faes,40,DEF,Leicester,0.01,2.01,103,0.94,619,Faes,2,1373691,7.7,13,35.3,0,101,0,0,1254,,192,1.6,0.07,0.0,0.3,0,44.2,0,2.01,21.0,26,46,0,341,0.19,0.08,0,2022-09-01,108,77,0.0,58,98,0.93,60,311,1269226,6.5,30,50.0,True,75.0,1.13,0.07,73.0,12,0,0.1,0,False,Knock - 75% chance of playing,,2024-12-27T02:00:09.574693Z,1,222,0,28,,0,333.6,1,0,316,1716,0,95878,d,171,0.4,27.95
292,Michael Golding,44,MID,Leicester,0.0,0.0,243,0.00,520,Golding,0,45962,0.2,0,0.0,1,0,0,0,0,,588,0.0,0.0,-0.5,0.0,0,0.0,0,0.0,241.0,0,347,0,542,0.00,0.0,0,2024-07-07,210,588,0.0,239,241,0.0,233,582,35943,0.0,239,,True,,0.00,0.0,0.0,113,0,0.0,-1,False,,,,0,561,0,0,,0,0.0,0,0,595,328,0,998,a,311,0.0,0.00
293,Mads Hermansen,45,GKP,Leicester,0.0,2.0,31,0.00,402,Hermansen,0,116204,0.5,16,0.2,0,163,0,0,1395,,155,2.4,0.0,0.0,0.0,0,51.5,0,2.05,58.0,38,255,0,292,0.01,0.0,0,2023-07-18,24,12,4.19,3,13,1.03,59,456,120530,8.4,2,0.0,True,0.0,0.01,0.06,0.0,41,0,0.2,0,False,Groin Injury - Unknown return date,,2024-12-14T22:30:08.086057Z,0,595,0,31,,0,514.4,1,0,196,131,65,6625,i,16,0.8,31.84
294,Daniel Iversen,39,GKP,Leicester,0.0,0.0,41,0.00,691,Iversen,0,68264,0.9,0,0.0,1,0,0,0,0,,490,0.0,0.0,-0.5,0.0,0,0.0,0,0.0,58.0,0,211,0,420,0.00,0.0,0,2019-07-15,35,490,0.0,41,17,0.0,4,465,51275,0.0,41,,True,,0.00,0.0,0.0,31,0,0.0,-1,False,,,,0,424,0,0,,0,0.0,0,0,498,11531,0,4226,a,67,0.0,0.00
295,James Justin,42,DEF,Leicester,0.02,2.32,72,1.12,581,Justin,2,599635,1.8,18,105.8,3,111,0,1,1553,,115,2.1,0.06,0.3,0.8,2,62.6,-1,2.11,241.0,38,154,2,288,0.32,0.08,2,2019-06-28,94,58,0.0,26,48,1.04,10,196,463379,9.0,20,,True,,1.44,0.06,152.0,62,0,0.2,-3,False,,,,2,121,0,40,,1,366.8,1,0,234,3589,0,16372,a,149,0.8,36.35
296,Victor Kristiansen,45,DEF,Leicester,0.07,2.12,117,0.00,406,Kristiansen,1,14106,0.1,17,248.6,0,130,0,1,1487,,124,1.4,0.0,0.3,0.8,0,60.3,0,2.05,58.0,23,418,0,293,1.13,0.07,1,2023-01-20,96,70,0.0,29,15,1.03,122,82,18420,5.1,26,100.0,True,100.0,1.13,0.06,12.0,150,0,0.2,0,False,,,2024-10-27T22:00:06.301413Z,0,351,0,35,1.0,0,343.4,1,1,349,692,0,645,a,79,0.8,33.79
297,Wanya Marçal-Madivádua,45,MID,Leicester,0.0,0.0,258,0.00,398,Marcal,0,754,0.0,0,0.0,0,0,0,0,0,,614,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,627,0,571,0.00,0.0,0,,226,614,0.0,254,256,0.0,250,609,4445,0.0,254,0.0,False,0.0,0.00,0.0,0.0,269,0,0.0,0,False,Loaned to De Graafschap,,2024-08-31T06:21:32.289998Z,0,591,0,0,,0,0.0,0,0,621,0,0,20,u,241,0.0,0.00
298,Stephy Mavididi,51,MID,Leicester,0.25,2.12,84,1.13,174,Mavididi,2,168859,0.3,11,261.9,4,172,0,1,1020,4.0,116,2.4,0.1,1.7,2.2,3,62.5,0,1.96,241.0,43,296,0,166,2.82,0.35,2,2023-07-31,75,187,0.0,68,57,0.97,80,73,193308,8.4,74,,True,,3.95,0.09,161.0,93,0,0.4,-4,False,,1.0,,2,119,0,24,,0,205.4,1,0,202,976,0,2008,a,108,2.2,22.21
299,Kasey McAteer,47,MID,Leicester,0.03,1.64,119,0.55,332,McAteer,0,10671,0.1,4,33.9,3,53,0,1,330,,343,1.9,0.15,0.0,0.0,0,14.9,0,2.5,104.0,17,500,0,301,0.10,0.18,0,2021-12-01,150,360,0.0,168,180,1.09,131,317,10473,3.6,168,0.0,True,0.0,0.65,0.27,65.0,188,0,0.2,-3,False,Unknown - Unknown return date,,2024-12-29T08:30:08.854035Z,0,233,0,6,,0,52.6,1,0,276,40,0,1276,i,214,0.8,9.15
300,Wilfred Ndidi,49,MID,Leicester,0.08,1.85,77,1.53,253,Ndidi,4,105513,0.2,15,155.6,1,204,0,4,1216,,105,2.5,0.11,0.0,0.0,1,66.8,0,1.95,157.0,37,354,1,403,1.13,0.19,0,2017-01-03,193,85,0.0,64,97,1.11,62,140,110605,7.6,26,0.0,True,0.0,2.66,0.07,187.0,117,0,0.0,-1,False,Hamstring injury - Expected back 29 Dec,,2024-12-09T09:30:06.387859Z,0,97,0,25,,0,326.6,1,1,186,54,0,1105,i,162,0.2,26.39
301,Caleb Okoli,40,DEF,Leicester,0.0,2.05,118,0.14,640,Okoli,2,170538,0.8,9,7.3,0,81,0,0,791,,273,1.3,0.02,-0.1,0.4,1,27.0,0,2.21,106.0,16,227,0,343,0.04,0.02,1,2024-07-09,110,169,0.0,84,137,1.02,84,405,114453,4.0,64,100.0,True,100.0,0.18,0.11,36.0,87,0,0.1,0,False,,,2024-11-30T22:00:07.641824Z,0,276,0,18,,0,226.6,1,0,356,788,0,5775,a,182,0.4,19.41
